"","Region_Name","Artist_Genres","GenreRatio"
"149","Brazil","hip hop",0.00515613020419371
"150","Brazil","canadian hip hop",0.00475948363666694
"151","Brazil","sertanejo universitario",0.0960796296127202
"152","Brazil","axe",0.0112085741475015
"153","Brazil","latin",0.00786693597120739
"154","Brazil","deep house",0.00155573300466646
"155","Brazil","brazilian punk",0.000157791191411366
"156","Brazil","big room",0.0161143738278256
"157","Brazil","deep funk carioca",0.0523545742777257
"158","Brazil","brega funk",0.0058253442585508
"159","Brazil","brazilian reggae",0.000396214068850876
"160","Brazil","brazilian hip hop",0.00986462863286034
"161","Brazil","australian dance",0.00245213832319818
"162","Brazil","aussietronica",0.000821700170567246
"163","Brazil","forro",0.0276722089429607
"164","Canada","atl hip hop",0.0831500315252178
"165","Canada","deep tropical house",0.00325561628309084
"166","Canada","pop",0.3801550151254
"167","Canada","rock",0.0226186734329977
"168","Canada","tropical house",0.00330071143803807
"169","Canada","canadian contemporary r&b",0.0241568315293393
"170","Canada","brazilian electronica",0.000430359327206216
"171","Canada","hip hop",0.0642007815168191
"172","Canada","edm",0.0544578461353701
"173","Canada","rap-hiphop",0.0547956754114079
"174","Canada","permanent wave",0.000306007857567177
"175","Canada","deep big room",4.61406975431862e-05
"176","Canada","grime",0.000262641737059308
"177","Canada","canadian hip hop",0.0665988941811705
"178","Canada","big room",0.0269085240831825
"179","Canada","detroit hip hop",0.00913537360904943
"180","Canada","australian dance",0.00281124162451032
"181","Canada","conscious hip hop",0.0437426208027662
"182","Canada","neo mellow",0.00115872609625663
"183","Canada","bulgarian hip hop",0.000592496212699223
"184","Canada","neo soul",0.0015510138656854
"185","Canada","miami hip hop",0.0103109142918947
"186","Canada","deep house",0.000378619182088377
"187","Canada","classic soul",6.36418997953425e-05
"188","Canada","brostep",0.00648785077254358
"189","Canada","aussietronica",0.00462694489134718
"190","Canada","adult standards",0.0110257667903189
"191","Canada","boy band",0.00265060448505948
"192","Canada","brooklyn indie",0.000152464288856938
"193","Canada","lgbtq+ hip hop",0.000585889957898177
"194","Chile","tropical house",0.00147298488160398
"195","Chile","latin",0.28993106990705
"196","Chile","rock",0.00733772591668432
"197","Chile","reggaeton flow",0.0316090424264653
"198","Chile","pop",0.302175373815851
"199","Chile","andean",0.00115516352145662
"200","Chile","banda",0.000766685682215424
"201","Chile","electro latino",0.000160500350457861
"202","Chile","champeta",0.0154065865807171
"203","Chile","edm",0.0170868752501098
"204","Chile","dancehall",0.00553653604929163
"205","Chile","chicha",0.000156828615733844
"206","Chile","cumbia chilena",0.00299015698687088
"207","Chile","boy band",0.023469095864699
"208","Chile","permanent wave",0.00314556820165359
"209","Chile","reggaeton chileno",0.00102184569033393
"210","Chile","chilean indie",0.00746184843899655
"211","Chile","canadian hip hop",0.00611384948041296
"212","Chile","cubaton",0.0114801824171659
"213","Chile","reggaeton",0.0686551317679789
"214","Chile","big room",0.0087738186717293
"215","Chile","latin alternative",0.0207320184188068
"216","Chile","bachata",0.0143309586015565
"217","Chile","australian dance",0.00244348150328882
"218","Chile","canadian contemporary r&b",0.0116241239102791
"219","Colombia","pop",0.364678439435635
"220","Colombia","cumbia",0.00282772362568797
"221","Colombia","tropical house",0.00291231298260603
"222","Colombia","reggaeton flow",0.0184676739543725
"223","Colombia","champeta",0.0380262921235281
"224","Colombia","edm",0.038955747566013
"225","Colombia","cuban rumba",1.14641753954477e-05
"226","Colombia","dancehall",0.00369232411064921
"227","Colombia","boy band",0.0185014286494242
"228","Colombia","permanent wave",0.00223070409212626
"229","Colombia","latin",0.229183231742699
"230","Colombia","canadian hip hop",0.00897876926554855
"231","Colombia","boogaloo",0.000470852458745868
"232","Colombia","cubaton",0.0101366078189834
"233","Colombia","rock",0.00957115613086847
"234","Colombia","reggaeton",0.0515637268320699
"235","Colombia","big room",0.0129382235296524
"236","Colombia","hip hop",0.00484248111506099
"237","Colombia","bachata",0.0132740763910831
"238","Colombia","australian dance",0.00424420630105177
"239","Colombia","canadian contemporary r&b",0.0122756320780058
"240","Costa Rica","pop",0.366966299537635
"241","Costa Rica","tropical house",0.00416194325361032
"242","Costa Rica","grupera",0.00294578329160114
"243","Costa Rica","cantautor",0.00188684277423362
"244","Costa Rica","dancehall",0.0162409992894467
"245","Costa Rica","champeta",0.0209039112486356
"246","Costa Rica","latin",0.201362360735156
"247","Costa Rica","edm",0.0407227324766485
"248","Costa Rica","cuban rumba",1.28859813700787e-05
"249","Costa Rica","cumbia",0.00170027437715584
"250","Costa Rica","boy band",0.0223137026466985
"251","Costa Rica","permanent wave",0.00519137222810098
"252","Costa Rica","argentine reggae",0.00255569851082754
"253","Costa Rica","hip hop",0.00992533896565727
"254","Costa Rica","canadian hip hop",0.0129034832665032
"255","Costa Rica","big room",0.0171647913255586
"256","Costa Rica","cubaton",0.00856932366692194
"257","Costa Rica","glam metal",0.00255264511746611
"258","Costa Rica","neo soul",0.00361395008564961
"259","Costa Rica","bachata",0.0106635023223234
"260","Costa Rica","deep house",0.00086989743866649
"261","Costa Rica","tico",0.000356260457562239
"262","Costa Rica","rock",0.0121009671645518
"263","Costa Rica","reggaeton",0.0468390679431887
"264","Costa Rica","australian dance",0.00776563911841347
"265","Costa Rica","aussietronica",0.00133880551395001
"266","Costa Rica","chunchaca",1.65015518485952e-05
"267","Costa Rica","canadian contemporary r&b",0.0108879708267114
"268","Czech Republic","pop",0.461657887993964
"269","Czech Republic","rock",0.0588790431929872
"270","Czech Republic","tropical house",0.0178743124172018
"271","Czech Republic","canadian contemporary r&b",0.0121192950312353
"272","Czech Republic","deep euro house",0.000209091804662608
"273","Czech Republic","brazilian electronica",0.00251490217143016
"274","Czech Republic","edm",0.0658665119223364
"275","Czech Republic","permanent wave",0.00234858557306336
"276","Czech Republic","deep big room",0.000234057990293964
"277","Czech Republic","hip hop",0.0290815411058803
"278","Czech Republic","canadian hip hop",0.0068783087806142
"279","Czech Republic","big room",0.0556132906587971
"280","Czech Republic","australian dance",0.00592559568537525
"281","Czech Republic","deep tropical house",0.00333986490551512
"282","Czech Republic","neo soul",0.00802687316501772
"283","Czech Republic","deep house",0.00142999964286082
"284","Czech Republic","classic soul",0.000577750516952965
"285","Czech Republic","atl hip hop",0.010565974511768
"286","Czech Republic","rap-hiphop",0.014681114264642
"287","Czech Republic","brostep",0.00678863568759958
"288","Czech Republic","aussietronica",0.00692000058484536
"289","Czech Republic","adult standards",0.0103633975009366
"290","Czech Republic","boy band",0.00611895419102823
"291","Czech Republic","brooklyn indie",0.000352604227712897
"292","Denmark","pop",0.402397888025888
"293","Denmark","tropical house",0.00281836343489498
"294","Denmark","canadian contemporary r&b",0.015722473911959
"295","Denmark","brazilian electronica",0.00194969915148636
"296","Denmark","big room",0.0310889895393472
"297","Denmark","danish hip hop",0.251924102469798
"298","Denmark","rock",0.0153843343411563
"299","Denmark","edm",0.0420750174897631
"300","Denmark","permanent wave",0.00070884830586373
"301","Denmark","deep big room",0.000388914956173039
"302","Denmark","eurodance",2.20044554892266e-05
"303","Denmark","hip hop",0.0196128860189846
"304","Denmark","canadian hip hop",0.0140046207356062
"305","Denmark","disco",0.000691436971611215
"306","Denmark","deep tropical house",0.00178246224270195
"307","Denmark","norwegian indie",0.00171311233864135
"308","Denmark","neo mellow",0.00518979643376766
"309","Denmark","neo soul",0.00370145955164428
"310","Denmark","deep house",9.01083743974976e-05
"311","Denmark","french hip hop",0.000566005149987175
"312","Denmark","atl hip hop",0.016184931137971
"313","Denmark","israeli mediterranean",0.00064453003562402
"314","Denmark","australian dance",0.00323821075080132
"315","Denmark","aussietronica",0.00533248988595234
"316","Denmark","adult standards",0.00535123795494031
"317","Denmark","boy band",0.00362704356866554
"318","Denmark","alternative metal",0.00304096487585211
"319","Dominican Republic","reggaeton flow",0.0423487186341777
"320","Dominican Republic","latin",0.267407517582952
"321","Dominican Republic","pop",0.245367758785868
"322","Dominican Republic","reggaeton",0.0875671120960961
"323","Dominican Republic","dembow",0.0317048846851509
"324","Dominican Republic","edm",0.0276586791387115
"325","Dominican Republic","champeta",0.00988290866762351
"326","Dominican Republic","dancehall",0.000864127225076487
"327","Dominican Republic","salsa",2.92878275270994e-05
"328","Dominican Republic","boy band",0.0146156515292738
"329","Dominican Republic","rap-hiphop",0.0218718276388501
"330","Dominican Republic","canadian hip hop",0.0165273443672627
"331","Dominican Republic","cubaton",0.0048744434988215
"332","Dominican Republic","bachata",0.033256730605006
"333","Dominican Republic","big room",0.0103705133475899
"334","Dominican Republic","hip hop",0.00830468942258165
"335","Dominican Republic","merengue tipico",7.39335894356521e-06
"336","Dominican Republic","italian hip hop",0.00957188128646471
"337","Dominican Republic","australian dance",0.000801955502546665
"338","Dominican Republic","canadian contemporary r&b",0.00890024103778197
"339","Ecuador","tropical house",0.00393956331822548
"340","Ecuador","grupera",0.0061998895816511
"341","Ecuador","cantautor",0.00213968249296694
"342","Ecuador","pop",0.378407564344938
"343","Ecuador","rock",0.00661829591952326
"344","Ecuador","reggaeton flow",0.0167855215693071
"345","Ecuador","latin",0.23106648122735
"346","Ecuador","champeta",0.0297035306993882
"347","Ecuador","edm",0.0314030414847852
"348","Ecuador","cumbia",0.00440391842098263
"349","Ecuador","dancehall",0.00519785981882853
"350","Ecuador","boy band",0.0291806028545155
"351","Ecuador","permanent wave",0.00306919661344916
"352","Ecuador","big room",0.0132368807459881
"353","Ecuador","hip hop",0.00364570413481636
"354","Ecuador","canadian hip hop",0.00668005605887489
"355","Ecuador","cubaton",0.012604796321878
"356","Ecuador","boogaloo",3.58495831005316e-05
"357","Ecuador","reggaeton",0.0605730992359325
"358","Ecuador","deep house",0.000788536953862368
"359","Ecuador","australian dance",0.00230908559040547
"360","Ecuador","aussietronica",0.00140102595062953
"361","Ecuador","canadian contemporary r&b",0.0100995586195937
"362","El Salvador","tropical house",0.00839471329801078
"363","El Salvador","chicha",0.000340245558488594
"364","El Salvador","cumbia salvadorena",0.000650387162838356
"365","El Salvador","pop",0.338444046354917
"366","El Salvador","edm",0.0515606749050367
"367","El Salvador","champeta",0.0159458319819609
"368","El Salvador","dancehall",0.00324305757245071
"369","El Salvador","boy band",0.025416453886257
"370","El Salvador","latin",0.247907106832318
"371","El Salvador","canadian hip hop",0.00725729115966238
"372","El Salvador","cubaton",0.00606454787634758
"373","El Salvador","grupera",0.00116835920480747
"374","El Salvador","reggaeton",0.0647153194894354
"375","El Salvador","big room",0.0238955389558409
"376","El Salvador","hip hop",0.00527661013908387
"377","El Salvador","australian dance",0.00133572773959008
"378","El Salvador","canadian contemporary r&b",0.0123695916539753
"379","Estonia","tropical house",0.0161674315181624
"380","Estonia","electro house",0.00597190542950581
"381","Estonia","pop",0.421139430374868
"382","Estonia","canadian hip hop",0.0167514554299838
"383","Estonia","big room",0.0662082499219631
"384","Estonia","estonian electronic",0.00682106308146367
"385","Estonia","hip hop",0.0365679972907497
"386","Estonia","aussietronica",0.0122288954397228
"387","Estonia","edm",0.0889107362908515
"388","Estonia","canadian contemporary r&b",0.0216642113739834
"389","Finland","pop",0.699471755552572
"390","Finland","tropical house",0.0155832486767321
"391","Finland","canadian contemporary r&b",0.00812685956766251
"392","Finland","brazilian electronica",0.00241526594508017
"393","Finland","electro house",0.00313786158199024
"394","Finland","edm",0.0297488180171221
"395","Finland","permanent wave",0.000252329455857373
"396","Finland","eurodance",0.000151271517614198
"397","Finland","hip hop",0.0187262993430154
"398","Finland","alternative metal",0.00265825007359576
"399","Finland","basshall",0.000272231110880899
"400","Finland","canadian hip hop",0.00367068487868223
"401","Finland","detroit hip hop",0.00648664427289225
"402","Finland","big room",0.0311692740672988
"403","Finland","neo soul",0.00499009422587398
"404","Finland","deep tropical house",0.0002166904140436
"405","Finland","atl hip hop",0.0107889545071487
"406","Finland","neo mellow",0.000706664843173546
"407","Finland","australian dance",0.00434923750057773
"408","Finland","francoton",0.000582254420574971
"409","Finland","aussietronica",0.00214751368966466
"410","Finland","boy band",0.00346434374256045
"411","Finland","iskelma",0.00151754473216971
"412","Finland","rap-hiphop",0.0147634062616945
"413","France","tropical house",0.0178762310990051
"414","France","canadian contemporary r&b",0.00733897446056637
"415","France","pop",0.20170152328754
"416","France","francoton",0.139132862733513
"417","France","belgian hip hop",0.112795892065523
"418","France","deep tropical house",0.00277337378613521
"419","France","electro house",0.00366822749071686
"420","France","edm",0.0320367364708834
"421","France","permanent wave",0.000277038454666976
"422","France","electro",4.25234808423061e-05
"423","France","big room",0.0243921190289716
"424","France","hip hop",0.0132208343702691
"425","France","french hip hop",0.252974903749962
"426","France","canadian hip hop",0.0099741306449133
"427","France","disco",8.33805520602263e-05
"428","France","chanson",0.00462142301308456
"429","France","atl hip hop",0.0113917614901868
"430","France","neo soul",0.00875512292275997
"431","France","neo mellow",0.000712756419420596
"432","France","deep house",0.00445196031029783
"433","France","electrofox",0.00184519951710913
"434","France","arabic hip hop",0.0327539562491358
"435","France","australian dance",0.00494478339631862
"436","France","aussietronica",0.00641031994264797
"437","France","rock",0.0145696825134993
"438","Germany","antideutsche",0.00134842169867954
"439","Germany","deep tropical house",0.0051856686089922
"440","Germany","pop",0.336787260640418
"441","Germany","rock",0.0372833421312476
"442","Germany","tropical house",0.0128227543823587
"443","Germany","canadian contemporary r&b",0.00811483529560039
"444","Germany","deep german hip hop",0.0670335973724617
"445","Germany","deep euro house",0.00712325198470727
"446","Germany","brazilian electronica",0.00180410299247924
"447","Germany","albanian hip hop",0.0131690430322587
"448","Germany","german hip hop",0.184352665619822
"449","Germany","edm",0.0419517493488879
"450","Germany","permanent wave",0.000586829128770258
"451","Germany","g funk",3.82231629603721e-06
"452","Germany","deep big room",0.000330161709246262
"453","Germany","hip hop",0.0239682677453168
"454","Germany","belgian dance",0.00472058384405322
"455","Germany","alternative metal",0.00834983364637926
"456","Germany","canadian hip hop",0.00932649935191419
"457","Germany","bubblegum dance",4.518540374085e-06
"458","Germany","detroit hip hop",0.00817780372456275
"459","Germany","big room",0.0451632274890017
"460","Germany","schlager",0.00140754706294619
"461","Germany","neo soul",0.00535045437526438
"462","Germany","rap-hiphop",0.00954330086216688
"463","Germany","deep house",0.000884060493011828
"464","Germany","dutch hip hop",0.00051409462568378
"465","Germany","discofox",0.000267086080218907
"466","Germany","atl hip hop",0.010574357344766
"467","Germany","a cappella",0.000679215659747555
"468","Germany","german indie",0.000258817348938138
"469","Germany","indie anthem-folk",0.000897619407530857
"470","Germany","australian dance",0.004220708129602
"471","Germany","aussietronica",0.00566748481756273
"472","Germany","canadian folk",4.26741887005878e-05
"473","Germany","boy band",0.00354757767907397
"474","Greece","canadian contemporary r&b",0.0208832131816415
"475","Greece","pop",0.506949065928725
"476","Greece","edm",0.0595030134015039
"477","Greece","hip hop",0.0465465386789185
"478","Greece","canadian hip hop",0.0214035565381655
"479","Greece","neo soul",0.00622355220406905
"480","Greece","big room",0.043087342454761
"481","Greece","atl hip hop",0.0401562983100937
"482","Greece","australian dance",0.00115574203640403
"483","Greece","aussietronica",0.00638707604971438
"484","Greece","boy band",0.00589231944556774
"485","Guatemala","tropical house",0.00575383761562767
"486","Guatemala","grupera",0.00410230502990187
"487","Guatemala","cantautor",0.00975616208732373
"488","Guatemala","reggaeton flow",0.0177734964807652
"489","Guatemala","pop",0.321500560247675
"490","Guatemala","banda",0.00548267976397288
"491","Guatemala","champeta",0.0208443077308913
"492","Guatemala","latin",0.258507960419384
"493","Guatemala","edm",0.0386490403666108
"494","Guatemala","cumbia",0.00279218904233989
"495","Guatemala","dancehall",0.00574714173219408
"496","Guatemala","boy band",0.0229735478079607
"497","Guatemala","permanent wave",0.00296081794470994
"498","Guatemala","hip hop",0.00566916435549915
"499","Guatemala","canadian hip hop",0.00788297598307534
"500","Guatemala","cubaton",0.0109725696100228
"501","Guatemala","deep house",0.000368946002457858
"502","Guatemala","reggaeton",0.0586352127175089
"503","Guatemala","big room",0.0206898955734317
"504","Guatemala","australian dance",0.00152189802223776
"505","Guatemala","aussietronica",0.00164507967527757
"506","Guatemala","canadian contemporary r&b",0.010260291478191
"507","Honduras","tropical house",0.00375255737792684
"508","Honduras","reggaeton flow",0.0283042828683624
"509","Honduras","pop",0.310873091171671
"510","Honduras","banda",0.00454403592863048
"511","Honduras","edm",0.0457908349449742
"512","Honduras","champeta",0.0147222649213384
"513","Honduras","dancehall",0.00235920186235706
"514","Honduras","boy band",0.019893983329375
"515","Honduras","permanent wave",0.000485303453042686
"516","Honduras","latin",0.263372766742291
"517","Honduras","canadian hip hop",0.0130327807297988
"518","Honduras","cubaton",0.00749162103260186
"519","Honduras","reggaeton",0.0732873548666891
"520","Honduras","big room",0.0163724498750862
"521","Honduras","hip hop",0.00759897985263453
"522","Honduras","australian dance",0.00109166738184494
"523","Honduras","canadian contemporary r&b",0.0133373689743604
"524","Hong Kong (SAR of China)","pop",0.596339619136914
"525","Hong Kong (SAR of China)","rock",0.0172830904618837
"526","Hong Kong (SAR of China)","tropical house",0.0151520771194216
"527","Hong Kong (SAR of China)","canadian contemporary r&b",0.012466040791899
"528","Hong Kong (SAR of China)","brazilian electronica",0.00100475343803782
"529","Hong Kong (SAR of China)","edm",0.0676104190647172
"530","Hong Kong (SAR of China)","permanent wave",0.00237066245858952
"531","Hong Kong (SAR of China)","k-indie",0.00263878061991435
"532","Hong Kong (SAR of China)","canadian hip hop",0.00575859040084987
"533","Hong Kong (SAR of China)","big room",0.03043251680589
"534","Hong Kong (SAR of China)","deep tropical house",0.00108226659185403
"535","Hong Kong (SAR of China)","hip hop",0.0216563631272456
"536","Hong Kong (SAR of China)","neo soul",0.00141623104142374
"537","Hong Kong (SAR of China)","classic soul",2.56021944282167e-05
"538","Hong Kong (SAR of China)","atl hip hop",0.00734241726778324
"539","Hong Kong (SAR of China)","neo mellow",0.00258716378318782
"540","Hong Kong (SAR of China)","rap-hiphop",0.0075212235616309
"541","Hong Kong (SAR of China)","australian dance",0.00225130274955972
"542","Hong Kong (SAR of China)","aussietronica",0.00395722770892271
"543","Hong Kong (SAR of China)","british invasion",6.00415915812926e-06
"544","Hong Kong (SAR of China)","adult standards",0.00157765705248315
"545","Hong Kong (SAR of China)","boy band",0.0038733723239237
"546","Hong Kong (SAR of China)","brooklyn indie",0.000216230866978574
"547","Hungary","pop",0.476791848581275
"548","Hungary","rock",0.0473867999097323
"549","Hungary","tropical house",0.0131874557723934
"550","Hungary","canadian contemporary r&b",0.0120680245626843
"551","Hungary","brazilian electronica",0.00232898351132249
"552","Hungary","edm",0.0686897424838237
"553","Hungary","permanent wave",0.00137206220491855
"554","Hungary","hip hop",0.0329168335490924
"555","Hungary","canadian hip hop",0.00860819415424117
"556","Hungary","deep tropical house",0.00203969009341148
"557","Hungary","big room",0.0602053404627967
"558","Hungary","hungarian hip hop",0.0180113626411209
"559","Hungary","neo soul",0.00817371728060417
"560","Hungary","deep house",0.00179247893144558
"561","Hungary","classic soul",0.000110484740721331
"562","Hungary","atl hip hop",0.0153199048717153
"563","Hungary","australian dance",0.0103284020967476
"564","Hungary","brostep",0.00747036300341185
"565","Hungary","aussietronica",0.00689207072374437
"566","Hungary","boy band",0.00666460791551721
"567","Hungary","rap-hiphop",0.0151891284847924
"568","Iceland","pop",0.3293777944824
"569","Iceland","icelandic hip hop",0.265025064714526
"570","Iceland","hip hop",0.0251478478457759
"571","Iceland","canadian hip hop",0.023296355589584
"572","Iceland","icelandic indie",0.0134754628867968
"573","Iceland","atl hip hop",0.0418428510850914
"574","Iceland","australian dance",0.00111511506567757
"575","Iceland","aussietronica",0.0061218906996225
"576","Iceland","edm",0.0314811985490083
"577","Iceland","canadian contemporary r&b",0.0197768037040182
"578","Indonesia","indonesian indie",0.120687198654704
"579","Indonesia","pop",0.496810271729536
"580","Indonesia","rock",0.0210571216777127
"581","Indonesia","tropical house",0.0150545453556775
"582","Indonesia","canadian contemporary r&b",0.0125209414043072
"583","Indonesia","brazilian electronica",0.000994555077574171
"584","Indonesia","dangdut",0.0202430458628436
"585","Indonesia","hollywood",0.00295760604412219
"586","Indonesia","edm",0.0682726434644909
"587","Indonesia","big room",0.0494672054946
"588","Indonesia","permanent wave",0.00755535936546272
"589","Indonesia","k-indie",0.00213626541282813
"590","Indonesia","deep big room",6.65112898098171e-05
"591","Indonesia","hip hop",0.0211817786876061
"592","Indonesia","indonesian hip hop",0.0132569802577138
"593","Indonesia","canadian hip hop",0.00382146045570954
"594","Indonesia","australian dance",0.00143303320262697
"595","Indonesia","deep tropical house",0.000844639780035776
"596","Indonesia","neo mellow",0.00103969606158315
"597","Indonesia","neo soul",0.000804496076187354
"598","Indonesia","deep house",8.42134536989331e-05
"599","Indonesia","brostep",0.0096028591620331
"600","Indonesia","atl hip hop",0.00464221847234163
"601","Indonesia","rap-hiphop",0.0113200374193977
"602","Indonesia","dangdut koplo",0.000794877496528102
"603","Indonesia","432hz",6.23296701760137e-05
"604","Indonesia","aussietronica",0.00346038307690844
"605","Indonesia","boy band",0.00406668063647156
"606","Indonesia","brooklyn indie",5.07169947337461e-05
"607","Ireland","pop",0.480591356945066
"608","Ireland","rock",0.0401110169886356
"609","Ireland","tropical house",0.00253772287486663
"610","Ireland","canadian contemporary r&b",0.0124160541222237
"611","Ireland","brazilian electronica",0.000439869517040309
